6.7,0.058,3.1,10.7,0.025,1,0,0.01483,0.002,0,0.00136
8.7,0.105,4.8,10.4,0.034,1.1,0,0.14072,0.02107,0.09259,0.00106
7.9,0.083,3.2,13.2,0.027,1.2,0,0.01375,0.02172,0.14471,0.00069
7,0.08,3.2,17.1,0.024,1,0.01454,0.06943,0.01643,0.03877,0.00149
8.8,0.079,3.8,10,0.036,1.1,0,0.0906,0.02016,0,0.00075
8.5,0.121,3.9,15,0.029,1.1,0.01074,0.01636,0.01604,0,0.00142
10,0.131,4.1,10.8,0.052,1.1,0,0.048,0.0343,0.13404,0.00119
7.3,0.121,2.9,14.2,0.028,1.1,0,0.0088,0.01376,0.0137,0.00168
8,0.09,3.1,13,0.026,1.2,0,0.04116,0.01601,0.07894,0.00104
10.1,0.1,4.5,12.3,0.049,1.2,0,0.20636,0.01314,0,0.00106
7.3,0.071,2.3,11.6,0.029,1.1,0,0.01153,0.00214,0,0.0017
7.9,0.104,3.4,12.1,0.025,1.2,0,0.01686,0.01513,0.08977,0.00093
8.3,0.121,3.3,13.5,0.031,1.4,0.00345,0.01159,0.01685,0.12994,0.00043
7,0.08,2.2,12.6,0.021,1.2,0.0033,0.09297,0.03032,0.07681,0.00106
7.8,0.159,4,14.8,0.031,1.4,0.01445,0.00624,0.01379,0.13597,0.00088
8.6,0.072,3.8,10.3,0.053,1,0,0.13019,0.01823,0,0.00093
7.6,0.111,3.8,13,0.023,1.3,0.00265,0.0283,0.01689,0.07212,0.00092
7.4,0.1,3.8,16,0.031,1.1,0,0.00446,0.01229,0,0.00161
7.8,0.152,3.9,14.2,0.032,1.2,0,0.01173,0.01534,0.08148,0.00164
9.2,0.104,4,12.6,0.044,1.1,0.00086,0.0098,0.00345,0,0.00027
4.4,0.068,1.8,48.8,0.022,1,0,0.02067,0.02179,0.02637,0.00124
10.7,0.093,3.6,11.3,0.046,1,0,0.08261,0.01985,0,0.00133
6.9,0.084,2.4,11.8,0.019,1.1,0,0.04777,0.02262,0.0456,0.00121
7.6,0.129,3.6,12.9,0.024,1.1,0.00312,0.0146,0.01701,0.02104,0.00096
7.9,0.104,4.8,11.1,0.045,1.2,0,0.00852,0.01386,0.08166,0.00092
8.1,0.09,4,10.1,0.045,1.1,0.0048,0.092,0.00461,0.05396,0.00028
9.9,0.114,4.3,11.4,0.056,1,0,0.13323,0.00588,0.05674,0.00045
8.9,0.1,3.7,11.9,0.041,1.1,0,0.00911,0.01658,0.12299,0.00067
7.1,0.093,3.7,15.4,0.028,1.1,0,0.01273,0.00965,0,0.0016
8.5,0.104,4.2,10.1,0.049,1.1,0,0.16433,0.01243,0.13456,0.00127
11.9,0.072,3.1,11.6,0.037,1,0,0.1848,0.01434,0.08517,0.00178
7.8,0.104,3.3,14.2,0.022,1.1,0,0.04677,0.01467,0.02722,0.00101
7.5,0.14,3.9,13.1,0.027,1.5,0.0021,0.00343,0.01485,0,0.00197
6.8,0.065,3.1,10.8,0.031,1.1,0.00602,0.0525,0.0201,0.07109,0.00099
8.8,0.083,3.8,11,0.044,1.1,0,0.18455,0.01347,0.10662,0.00138
8,0.097,3.5,13.7,0.021,1.1,0,0.05574,0.01502,0.11911,0.00103
8.3,0.065,3.4,11.1,0.034,1,0.01692,0.14086,0.00734,0,0.00186
8.3,0.112,3.4,12.4,0.024,1.1,0.02096,0.05741,0.0146,0.09896,0.00091
8.4,0.075,2.7,14.3,0.028,1,0,0.17844,0.01703,0.04609,0.00188
9.5,0.093,3.8,11.6,0.035,1,0,0.1,0.01259,0.03411,0.00123
7.2,0.074,2.5,14.4,0.022,1,0.00098,0.10701,0.01896,0,0.00125
7.5,0.101,3.4,14.4,0.023,1.1,0.00117,0.00529,0.02002,0.07658,0.00056
7.4,0.093,3.7,13,0.028,1.2,0,0.02029,0.01089,0.07137,0.00093
7.8,0.077,2.9,13.2,0.026,1,0,0.052,0.00522,0,0.00093
7.3,0.074,3.9,33,0.028,1.1,0.00075,0.056,0.00143,0,0.00106
8.3,0.104,4.8,11.5,0.051,1.2,0.00774,0.1047,0.02244,0.07089,0.00056
7.4,0.069,4.4,9.6,0.036,1.1,0.00415,0.03909,0.01715,0.0346,0.00109
7.8,0.087,2.6,40,0.027,1.1,0.00624,0.1052,0.00535,0.01874,0.00102
8.2,0.132,4.5,12.5,0.025,1.3,0,0.00633,0.01566,0,0.00118
9.6,0.176,5.1,12.3,0.072,1.3,0.0014,0.00828,0.00238,0.00003,0.00029
7.1,0.109,2.9,14.2,0.02,1.3,0,0.03324,0.01359,0.09424,0.00145
7.9,0.075,2.6,11.8,0.028,1.1,0,0.12,0.01171,0.04105,0.00153
8.6,0.08,2.3,13.1,0.03,1,0.00213,0.0011,0.03434,0,0.00058
7.6,0.164,3.5,13.9,0.03,1.1,0.03588,0.07444,0.00894,0.1116,0.00129
7.8,0.117,4.1,13.6,0.031,1.2,0.00292,0.00458,0.03494,0.03863,0.00096
7.9,0.072,2.6,14.8,0.025,1,0,0.04087,0.01873,0.08827,0.00141
8.2,0.121,4.4,15,0.035,1.2,0.01573,0.01339,0.00556,0,0.00131
8.8,0.09,3.9,11.3,0.031,1.1,0.01303,0.13294,0.012,0.05115,0.00122
7.3,0.081,2.5,12.2,0.026,1.1,0.00551,0.04347,0.0023,0,0.00169
10.9,0.118,4.6,12,0.045,1.1,0,0.16828,0.00722,0.07926,0.00169
8.6,0.093,1.9,62.3,0.032,1,0.00072,0.11,0.02309,0.00161,0.00114
8.2,0.145,3.8,11.8,0.028,1.1,0.02834,0.00865,0.00903,0.07502,0.00131
8.7,0.128,4.7,10.9,0.033,1.2,0,0.03146,0.01307,0.13667,0.00148
7,0.09,3.5,13.5,0.026,1.2,0.00131,0.07258,0.02946,0,0.00087
9.2,0.114,3.8,12.1,0.045,1.1,0.00883,0.1374,0.00798,0.13611,0.00132
7.9,0.075,3.2,12.7,0.022,1.1,0,0.01734,0.0152,0.00333,0.00117
6.6,0.074,3.6,19.1,0.026,1.1,0.01608,0.02675,0,0.03228,0.00127
9.6,0.093,3.2,11.9,0.033,1,0.01041,0.04608,0.01262,0.04683,0.00069
7.9,0.075,3.1,16.8,0.03,1.1,0.00402,0.01059,0.00952,0.03146,0.00143
8.2,0.097,9.2,11.2,0.036,1.3,0.00352,0.01368,0.02579,0.00301,0.00054
7.6,0.087,2.1,63.4,0.03,1.1,0.01728,0.06847,0.01239,0.00666,0.00095
6.4,0.121,2.7,11.6,0.03,1.3,0.02161,0.00387,0.00163,0.05396,0.00165
10.2,0.107,4.5,12.4,0.058,1.1,0,0.11463,0.00619,0.07749,0.00143
7.3,0.1,3.7,15.6,0.042,1.2,0.004,0.034,0.0212,0.01,0.0008
9.2,0.086,3.8,11.7,0.051,1.1,0.01042,0.12,0.00982,0.13432,0.00166
8.4,0.074,3.7,13,0.035,1,0.00371,0.03138,0.0393,0.03469,0.00057
7.8,0.068,3.2,12.9,0.022,1.2,0,0.10264,0.01572,0.04254,0.00153
7.8,0.078,3.7,13.7,0.022,1.1,0,0.14663,0.01464,0.22837,0.0006
8.1,0.092,2.8,15.1,0.131,1.2,0.002,0.004,0.0296,0.01,0.0008
7.5,0.1,2.9,16.6,0.07,1.2,0.01,0.013,0.032,0.01,0.0004
8.5,0.114,3.5,15.9,0.029,1.3,0.00227,0.046,0.00888,0.04821,0.00156
7.9,0.135,3.5,13.3,0.036,1.5,0.00117,0.0009,0.01349,0.03923,0.00156
7.5,0.12,3.2,13.3,0.018,1.2,0,0.00414,0.02783,0.03881,0.00136
8.2,0.122,3.8,11.1,0.042,1.3,0.00049,0.00442,0.03592,0,0.00061
7.7,0.097,3,13.3,0.022,1.2,0,0.0174,0.01551,0,0.00181
7.4,0.072,2.9,18.8,0.041,1.1,0,0.05731,0.01585,0,0.0015
7.1,0.107,3.3,14.1,0.028,1.3,0,0.01178,0.00924,0,0.00132
7.9,0.137,3.1,12.2,0.038,1,0.0006,0.07,0.01693,0.04825,0.00029
8.3,0.114,4.5,13.6,0.063,1.2,0.002,0.022,0.0204,0.01,0.0004
7.2,0.071,2.5,17,0.029,1.1,0,0.06194,0.03705,0,0.00045
8.3,0.1,2.4,14.9,0.058,1.2,0.01,0.012,0.031,0.01,0.0004
7.9,0.093,2.2,16,0.03,1.2,0,0.12175,0.00658,0.0275,0.00153
8.2,0.126,2.9,19,0.032,1.1,0,0.13353,0.01701,0.1003,0.00064
8.8,0.122,3.7,14.3,0.065,1.2,0.01,0.062,0.0302,0.01,0.0004
9,0.098,3.4,12,0.118,1.2,0.01,0.134,0.023,0.01,0.0008
7.9,0.09,4.7,13,0.037,1.1,0.0025,0.01271,0.02035,0,0.00167
7.2,0.096,3.2,15.7,0.026,1.3,0,0.04646,0.00863,0.12095,0.00057
8.2,0.084,3.8,17,0.027,1.1,0,0.10343,0.02057,0.10516,0.00125
8.1,0.084,3,16.3,0.031,1.1,0,0.19638,0.00481,0,0.00176
6.2,0.068,2.5,8.1,0.028,1.1,0,0.01014,0.02049,0.20069,0.00055
8.4,0.118,3.5,13.5,0.056,1.2,0.01,0.044,0.0202,0.01,0.0004
7.2,0.138,3.2,12.4,0.033,1.5,0,0.0032,0.01499,0,0.00127
7.1,0.074,2.2,15.2,0.026,1.1,0.01067,0.07733,0.01767,0,0.00078
7.5,0.108,3.4,15,0.028,1.1,0.00542,0.0494,0.0218,0.04921,0.00073
6.8,0.065,3,11.8,0.023,1.1,0,0.03108,0.00819,0.07293,0.00062
7.6,0.071,2.5,12.5,0.034,1,0,0.00866,0.02494,0,0.00045
7.8,0.128,3.2,16.8,0.064,1.2,0.002,0.096,0.019,0.01,0.0008
7.6,0.138,2.9,11.8,0.033,1.5,0.00068,0.00376,0.0044,0,0.00122
7.6,0.082,3.8,15.3,0.043,1.1,0.01,0.046,0.024,0.01,0.0004
7.5,0.121,2.5,13.3,0.027,1.4,0,0.00348,0.01158,0,0.00121
9.4,0.114,5.1,16.1,0.03,1.4,0.00086,0.01071,0.03015,0,0.00125
9.6,0.084,4,14,0.061,1.2,0.002,0.02,0.033,0.01,0.0004
6.3,0.068,2.7,11.5,0.017,1.1,0,0.04392,0.00878,0.05807,0.00158
6.8,0.087,3.4,15.2,0.025,1.2,0,0.0358,0.01534,0,0.00052
11.8,0.164,4,12.9,0.066,1.2,0.004,0.024,0.0204,0.01,0.0008
10.8,0.116,4.1,12.9,0.066,1.2,0.006,0.136,0.0334,0.01,0.0004
7.1,0.097,3.3,13.6,0.02,1.4,0,0.00598,0.01324,0.11738,0.00145
8.5,0.106,4.1,13.3,0.085,1.2,0.006,0.282,0.0294,0.016,0.0006
8,0.074,3.6,16.4,0.055,1.1,0.01,0.096,0.039,0.01,0.0006
8.2,0.082,3.8,14.3,0.051,1.2,0.004,0.146,0.03,0.014,0.0008
9.5,0.081,2.6,11.2,0.031,1.2,0.00037,0.117,0.01431,0.14256,0.00142
7.2,0.072,2.9,13.1,0.022,1.3,0,0.00734,0.03428,0.06596,0.00129
8.4,0.074,3.1,15.4,0.105,1.2,0.008,0.096,0.022,0.012,0.0004
8.5,0.066,3.2,17.5,0.049,1.1,0.01,0.074,0.0194,0.01,0.0008
8.6,0.11,3.3,15.7,0.028,1.2,0.01581,0.09762,0.02345,0.15114,0.00101
8.5,0.078,3.2,15.3,0.027,1.1,0,0.02226,0.01781,0.22045,0.00135
7.7,0.078,2.8,12.5,0.024,1.1,0,0.04709,0.00429,0.19187,0.0018
8,0.09,2.7,14.4,0.02,1.3,0,0.03621,0.02211,0,0.00065
7.7,0.065,2.7,15.3,0.024,1.1,0.01217,0.0168,0.01119,0.21835,0.00034
8.2,0.084,3.3,15.1,0.025,1.1,0.00992,0.02995,0.01513,0.1162,0.00126
